Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Isaacs,-35.3684711,149.1130988,Southlands Mawson,-35.365536181967116,149.09429627104956,Shopping Plaza
Isaacs,-35.3684711,149.1130988,Caltex Woolworths,-35.36657434339457,149.0937477350235,Gas Station
Isaacs,-35.3684711,149.1130988,Iron Chef Chinese & Malaysian Restaurant,-35.36501,149.09403,Malay Restaurant
Isabella Plains,-35.4280072,149.0940088,IGA Isabella Plains,-35.42851664809785,149.09140191426053,Grocery Store
Isabella Plains,-35.4280072,149.0940088,Calwell Club,-35.43434365460031,149.11294078621108,Sports Bar
Isabella Plains,-35.4280072,149.0940088,Woolworths,-35.43475169375309,149.11415603338304,Supermarket
Isabella Plains,-35.4280072,149.0940088,Isabella Plains Shopping Centre,-35.428420662371934,149.09148251075445,Shopping Plaza
Isabella Plains,-35.4280072,149.0940088,Isabella Take Away & Pizza,-35.4285,149.09104,Pizza Place
Isabella Plains,-35.4280072,149.0940088,Greencross Vets,-35.44301566594198,149.10232543945312,Veterinarian
Isabella Plains,-35.4280072,149.0940088,Calwell Shopping Centre,-35.43458799999999,149.114126,Shopping Mall
Isabella Plains,-35.4280072,149.0940088,Capital Chemist,-35.434538557545046,149.114009141922,Pharmacy
Isabella Plains,-35.4280072,149.0940088,Calwell Takeaway,-35.43479746670794,149.1139887987599,Fast Food Restaurant
Isabella Plains,-35.4280072,149.0940088,BWS,-35.434608417947764,149.11412715911865,Liquor Store
Isabella Plains,-35.4280072,149.0940088,Coffee On The Go,-35.4347318541571,149.11410175337332,Coffee Shop
Jacka,-35.1495163,149.1304298,Woolworths,-35.16144842170594,149.13911650581647,Supermarket
Jacka,-35.1495163,149.1304298,His Grace Care,-35.1557302,149.1228796,Business Service
Jacka,-35.1495163,149.1304298,Coffee Guru,-35.161126140648385,149.13901805877686,Café
Jacka,-35.1495163,149.1304298,Bonner Shops,-35.16140864595865,149.13905024528503,Shopping Plaza
Kaleen,-35.2277875,149.1091388,U&Co,-35.23389,149.10282,Café
Kaleen,-35.2277875,149.1091388,Coles,-35.220189,149.102582,Supermarket
Kaleen,-35.2277875,149.1091388,China Tea Club 茗趣居,-35.23981596095189,149.1249715745428,Chinese Restaurant
Kaleen,-35.2277875,149.1091388,SupaExpress,-35.23405087448261,149.1032032019432,Supermarket
Kaleen,-35.2277875,149.1091388,Kaleen Sports Club,-35.221323135191206,149.1019867987095,Sports Club
Kaleen,-35.2277875,149.1091388,Kaleen Plaza,-35.22022441695752,149.1032373905182,Shopping Plaza
Kaleen,-35.2277875,149.1091388,Choku Bai Jo,-35.240151367713274,149.12464141845703,Fruit & Vegetable Store
Kaleen,-35.2277875,149.1091388,AIS Basketball Netball Hall,-35.24517698468915,149.1041953923329,Basketball Stadium
Kaleen,-35.2277875,149.1091388,Cafe Charisma,-35.24017,149.12489,Café
Kaleen,-35.2277875,149.1091388,North Lyneham Park,-35.240894,149.124115,Park
Kambah,-35.3862287,149.0579669,IGA Kambah,-35.38858,149.0516,Grocery Store
Kambah,-35.3862287,149.0579669,Star Buffet,-35.38145941763166,149.05899167060852,Buffet
Kambah,-35.3862287,149.0579669,Burns Club,-35.381525814252896,149.0589610269625,Social Club
Kambah,-35.3862287,149.0579669,IGA Drakeford,-35.39341,149.06865,Grocery Store
Kambah,-35.3862287,149.0579669,Woolworths,-35.379959902702346,149.0574358352947,Supermarket
Kambah,-35.3862287,149.0579669,Kambah Village,-35.38012946628563,149.05747839877668,Shopping Plaza
Kambah,-35.3862287,149.0579669,Brumby's,-35.38008,149.057604,Bakery
Kambah,-35.3862287,149.0579669,Shabby Attic,-35.383150424134,149.05027583241463,Furniture / Home Store
Kambah,-35.3862287,149.0579669,Kambah Adventure Playground,-35.39206907174544,149.06274326918478,Playground
Kambah,-35.3862287,149.0579669,Biginelli's,-35.384167279704926,149.07214388251305,Café
Kambah,-35.3862287,149.0579669,Action Indoor Sports,-35.394712635960346,149.06793181834408,Gym / Fitness Center
Kambah,-35.3862287,149.0579669,Urambi Hills Nature Reserve,-35.40231230546293,149.0553116798401,Nature Preserve
Kingston,-35.3152303,149.1465925,Portia's Place,-35.31621,149.14053,Chinese Restaurant
Kingston,-35.3152303,149.1465925,The Dock,-35.3126655,149.1464063,Gastropub
Kingston,-35.3152303,149.1465925,Canberra Glassworks,-35.31174147862848,149.14386749267578,Art Gallery
Kingston,-35.3152303,149.1465925,Fyshwick Fresh Food Markets,-35.32399123414092,149.15499342069214,Market
Kingston,-35.3152303,149.1465925,LiloTang,-35.31195,149.13381,Japanese Restaurant
Kingston,-35.3152303,149.1465925,Ostani,-35.31150859193577,149.13353323347587,Hotel Bar
Kingston,-35.3152303,149.1465925,Ottoman Cuisine,-35.305614659237335,149.1367035497214,Turkish Restaurant
Kingston,-35.3152303,149.1465925,East Hotel,-35.31926465,149.1372171,Hotel
Kingston,-35.3152303,149.1465925,Jewel of India,-35.32086665,149.1327329625,Indian Restaurant
Kingston,-35.3152303,149.1465925,Penny University,-35.316282983080626,149.14048115733803,Café
Kingston,-35.3152303,149.1465925,Grill'd,-35.31972618307047,149.13264603213406,Burger Joint
Kingston,-35.3152303,149.1465925,Aubergine,-35.32793,149.14202,French Restaurant
Kingston,-35.3152303,149.1465925,Abell's Kopi Tiam,-35.319294,149.132155,Malay Restaurant
Kingston,-35.3152303,149.1465925,Local Press,-35.31242076102044,149.14662898498645,Café
Kingston,-35.3152303,149.1465925,National Gallery of Australia,-35.30048622582243,149.1366684436798,Art Gallery
Kingston,-35.3152303,149.1465925,Paperchain Bookstore,-35.31994,149.13269,Bookstore
Kingston,-35.3152303,149.1465925,Ginseng,-35.32064,149.1334,Cantonese Restaurant
Kingston,-35.3152303,149.1465925,Capital Brewing Co.,-35.32172421882156,149.16347877523643,Brewery
Kingston,-35.3152303,149.1465925,Old Bus Depot Markets,-35.312106148679106,149.1439737050532,Market
Kingston,-35.3152303,149.1465925,Baan Latsamy,-35.320823972026915,149.13351628218408,Thai Restaurant
Kingston,-35.3152303,149.1465925,National Archives of Australia,-35.30463725550837,149.13100439040193,History Museum
Kingston,-35.3152303,149.1465925,Skyspace by James Turrell (2010),-35.30095243950293,149.13614597393484,Public Art
Kingston,-35.3152303,149.1465925,Little Bird,-35.30625,149.13544,Café
Kingston,-35.3152303,149.1465925,Urban Pantry,-35.320831,149.132336,Café
Kingston,-35.3152303,149.1465925,Rubicon,-35.32821658936969,149.1427516937256,Australian Restaurant
Kingston,-35.3152303,149.1465925,Gryphons Caffe Bar,-35.32781462413693,149.14232705504435,Bar
Kingston,-35.3152303,149.1465925,La Capanna,-35.31579,149.14042,Italian Restaurant
Kingston,-35.3152303,149.1465925,Kingston Foreshore,-35.312936518526875,149.14633512496948,Waterfront
Kingston,-35.3152303,149.1465925,7-Eleven,-35.32502600245158,149.15374875068665,Convenience Store
Kingston,-35.3152303,149.1465925,Pâtissez,-35.32060607075201,149.13244658595735,Dessert Shop
Kingston,-35.3152303,149.1465925,Plonk,-35.32425660273443,149.15548145771027,Liquor Store
Kingston,-35.3152303,149.1465925,Subway,-35.320898,149.133217,Sandwich Place
Kingston,-35.3152303,149.1465925,The Boat House,-35.30439004997447,149.15045938532614,Restaurant
Kingston,-35.3152303,149.1465925,Burbury Hotel & Apartments,-35.31174676797958,149.1339164972305,Hotel
Kingston,-35.3152303,149.1465925,BitterSweet,-35.316132,149.141845,Café
Kingston,-35.3152303,149.1465925,Polit Bar,-35.32020268139999,149.13335323333737,Cocktail Bar
Kingston,-35.3152303,149.1465925,Old Parliament House Gardens,-35.30328997048219,149.13100361824036,Garden
Kingston,-35.3152303,149.1465925,Sculpture Garden,-35.29999763642567,149.13764307306133,Sculpture Garden
Kingston,-35.3152303,149.1465925,Manuka Oval,-35.31824874088948,149.13384709318933,Cricket Ground
Kingston,-35.3152303,149.1465925,Chong Co Thai Restaurant,-35.312112878165856,149.14640377906215,Thai Restaurant
Kingston,-35.3152303,149.1465925,Griffith Vietnamese Restaurant,-35.3282605028998,149.14257531398496,Vietnamese Restaurant
Kingston,-35.3152303,149.1465925,National Carillon,-35.298589,149.141716,Monument / Landmark
Kingston,-35.3152303,149.1465925,Kingston Hotel,-35.31934569470513,149.13784325122833,Pub
Kingston,-35.3152303,149.1465925,Hotel Realm,-35.311591971654735,149.1334834570144,Hotel
Kingston,-35.3152303,149.1465925,Crust,-35.32404759044826,149.15530264887877,Bakery
Kingston,-35.3152303,149.1465925,Little National,-35.31096670618366,149.13179872880124,Hotel
Kingston,-35.3152303,149.1465925,Silo Bakery,-35.315731,149.140265,Bakery
Kingston,-35.3152303,149.1465925,Wiffens,-35.32388176361794,149.1551696501868,Fruit & Vegetable Store
Kingston,-35.3152303,149.1465925,Maple + Clove,-35.31238712680521,149.13345957541011,Café
Kingston,-35.3152303,149.1465925,Kingston National Bakery,-35.31531,149.14086,Bakery
Kingston,-35.3152303,149.1465925,My Café,-35.319991,149.132888,Café
Kingston,-35.3152303,149.1465925,NGA Gallery Cafe,-35.29994197351663,149.13657444897248,Café
Kingston,-35.3152303,149.1465925,Telopea Park,-35.31382950384763,149.138503074646,Park
Kingston,-35.3152303,149.1465925,Belluci's,-35.31955893421204,149.13238134190968,Italian Restaurant
Kingston,-35.3152303,149.1465925,The Durham Castle Arms,-35.31579668301452,149.14153951035624,Pub
Kingston,-35.3152303,149.1465925,Canberra Railway Station,-35.31937439980539,149.14914856932117,Train Station
Kingston,-35.3152303,149.1465925,Pinnacle Serviced Apartments,-35.31820931933506,149.13991665872535,Hotel
Kingston,-35.3152303,149.1465925,Saffron,-35.316685,149.14121,Lebanese Restaurant
Kingston,-35.3152303,149.1465925,Brodburger,-35.3115547175692,149.14409159480124,Burger Joint
Kingston,-35.3152303,149.1465925,Morks Restaurant,-35.311,149.14547,Thai Restaurant
Kingston,-35.3152303,149.1465925,Hideout,-35.30674807589343,149.13367327712635,Coffee Shop
Kingston,-35.3152303,149.1465925,7th & Bake Patisserie Cafe,-35.31341803144425,149.14716124534607,Café
Kingston,-35.3152303,149.1465925,Trugolds,-35.323818010756774,149.15468215942383,Fruit & Vegetable Store
Kingston,-35.3152303,149.1465925,Salvos Store,-35.32168209721457,149.1535770893097,Thrift / Vintage Store
Kingston,-35.3152303,149.1465925,38 Espresso,-35.3115,149.14591,Café
Kingston,-35.3152303,149.1465925,Antica Ricetta,-35.32064522255135,149.1331125818255,Italian Restaurant
Kingston,-35.3152303,149.1465925,National Press Club of Australia,-35.31064454013552,149.13344264085478,Social Club
Kingston,-35.3152303,149.1465925,The Canberra Club,-35.30858677594886,149.1365589760688,Social Club
Kingston,-35.3152303,149.1465925,KFC,-35.325374434966115,149.15422246856738,Fast Food Restaurant
Kingston,-35.3152303,149.1465925,Public Bar & Dining,-35.32022950960913,149.13354475966452,Gastropub
Kingston,-35.3152303,149.1465925,Double Drummer,-35.30581547023513,149.13399153146347,Café
Kingston,-35.3152303,149.1465925,Mee's Sushi,-35.320511842958055,149.1336141637246,Sushi Restaurant
Kingston,-35.3152303,149.1465925,Forrest Hotel and Apartments,-35.315908882124084,149.12803247563045,Hotel
Kingston,-35.3152303,149.1465925,Coles Express,-35.320008384862064,149.13416399150557,Convenience Store
Kingston,-35.3152303,149.1465925,Tang Dynasty,-35.31243003094721,149.14651950724934,Chinese Restaurant
Kingston,-35.3152303,149.1465925,Coco Nine,-35.31199994314289,149.14637371098735,Thai Restaurant
Kingston,-35.3152303,149.1465925,Bean & Table,-35.311486,149.146076,Café
Kingston,-35.3152303,149.1465925,La Rustica by the Lake,-35.311139,149.145837,Italian Restaurant
Kingston,-35.3152303,149.1465925,Remedy by Lonsdale St Roasters,-35.310912614667764,149.1455606196188,Coffee Shop
Kingston,-35.3152303,149.1465925,Walt & Burley,-35.31055585041035,149.14538537210376,Gastropub
Kingston,-35.3152303,149.1465925,Caph's,-35.31998883458537,149.13290088470163,Café
Kingston,-35.3152303,149.1465925,Canberra Railway Museum,-35.317900570249556,149.15438715406898,Museum
Kingston,-35.3152303,149.1465925,McDonald's,-35.321266,149.133697,Fast Food Restaurant
Kingston,-35.3152303,149.1465925,Bowen Park,-35.30879161747982,149.14053639496962,Park
Kingston,-35.3152303,149.1465925,Jim Murphy's Market Cellars,-35.32221026531715,149.1544880964979,Liquor Store
Kingston,-35.3152303,149.1465925,Sea Harvest Australia,-35.323949623189954,149.15521712760855,Fish Market
Kingston,-35.3152303,149.1465925,Star Kebab House,-35.324117639787865,149.15517787197723,Middle Eastern Restaurant
Kingston,-35.3152303,149.1465925,Grevillea Park,-35.303692212542515,149.14965500987915,Park
Kingston,-35.3152303,149.1465925,Jerrabomberra Wetlands,-35.31343468031693,149.1635620372959,Nature Preserve
Kingston,-35.3152303,149.1465925,National Police Memorial,-35.299046583025515,149.14390641584228,Memorial Site
Kingston,-35.3152303,149.1465925,Boundless,-35.29878448955011,149.14495501023046,Playground
Kingston,-35.3152303,149.1465925,Fog Sculpture,-35.29988319443249,149.1377103588437,Outdoor Sculpture
Kingston,-35.3152303,149.1465925,NGA Street Cafe,-35.300530006579564,149.13599520921707,Coffee Shop
Kingston,-35.3152303,149.1465925,Canberra Bowling Club,-35.3163,149.12538,Sports Club
Kingston,-35.3152303,149.1465925,Field Marshal Sir Thomas Blamey Square,-35.29775425972379,149.151291847229,Plaza
Kingston,-35.3152303,149.1465925,R2 Cafe,-35.29802511450707,149.15303316272173,Café
Latham,-35.2163913,149.0316392,Subway,-35.22164248121747,149.01930570602417,Sandwich Place
Latham,-35.2163913,149.0316392,IGA Melba,-35.20833693649777,149.04854395065365,Grocery Store
Latham,-35.2163913,149.0316392,The Coffee Club,-35.22209089507575,149.01979836209858,Coffee Shop
Latham,-35.2163913,149.0316392,7-Eleven,-35.2208,149.01815,Convenience Store
Latham,-35.2163913,149.0316392,7-Eleven,-35.20787,149.04828,Convenience Store
Latham,-35.2163913,149.0316392,Woolworths,-35.204730780934405,149.03346954021384,Supermarket
Latham,-35.2163913,149.0316392,McDonald's,-35.22028119946604,149.01805063254682,Fast Food Restaurant
Latham,-35.2163913,149.0316392,Woolworths,-35.22271584559916,149.02008929432273,Supermarket
Latham,-35.2163913,149.0316392,McDonald's,-35.20580143783029,149.03399059995752,Fast Food Restaurant
Latham,-35.2163913,149.0316392,Shell,-35.20559962,149.03321346,Gas Station
Latham,-35.2163913,149.0316392,Quan's Kitchen,-35.220337446756176,149.01916086673737,Asian Restaurant
Latham,-35.2163913,149.0316392,Belconnen Magpies Sports Club,-35.21999,149.01871,Sports Club
Latham,-35.2163913,149.0316392,ALDI,-35.221488730578315,149.01921281721513,Supermarket
Latham,-35.2163913,149.0316392,Chinese Inn,-35.221998397926306,149.019406241098,Chinese Restaurant
Latham,-35.2163913,149.0316392,Charnwood Shops,-35.20472793353487,149.03355831189404,Shopping Plaza
Latham,-35.2163913,149.0316392,Oriental Kitchen,-35.20432139648433,149.0331592416737,Chinese Restaurant
Latham,-35.2163913,149.0316392,Domino's Pizza,-35.22214,149.01846,Pizza Place
Lawson,-35.224992,149.0881795,John Knight Memorial Park,-35.236596788684174,149.07346364969854,Park
Lawson,-35.224992,149.0881795,Mizzuna Cafe,-35.2380171785937,149.0840163750385,Café
Lawson,-35.224992,149.0881795,U&Co,-35.23389,149.10282,Café
Lawson,-35.224992,149.0881795,Coles,-35.220189,149.102582,Supermarket
Lawson,-35.224992,149.0881795,Cafe MoMo,-35.24179939054374,149.09234419465915,Café
Lawson,-35.224992,149.0881795,Birrigai Cafe,-35.231889010674614,149.07719430488757,Café
Lawson,-35.224992,149.0881795,Belconnen Soccer Club,-35.213522056225464,149.08511285181737,Sports Club
Lawson,-35.224992,149.0881795,Kaleen Sports Club,-35.221323135191206,149.1019867987095,Sports Club
Lawson,-35.224992,149.0881795,Kaleen Plaza,-35.22022441695752,149.1032373905182,Shopping Plaza
Lawson,-35.224992,149.0881795,Oscar's Bakery Cafe,-35.23892993561374,149.08253720113137,Café
Lawson,-35.224992,149.0881795,SupaExpress,-35.23405087448261,149.1032032019432,Supermarket
Lawson,-35.224992,149.0881795,Palmerville Heritage Park,-35.20875411905123,149.08546285063815,Park
Lawson,-35.224992,149.0881795,Bruce Super Convenience,-35.24165689945221,149.09248201999998,Grocery Store
Lawson,-35.224992,149.0881795,Lake Ginninderra,-35.231647970279674,149.06872272491455,Lake
Lyneham,-35.239801,149.1307354,Old Canberra Inn,-35.24408303960458,149.12679932948527,Pub
Lyneham,-35.239801,149.1307354,Kimchi,-35.249685513135006,149.13653433322904,Korean Restaurant
Lyneham,-35.239801,149.1307354,Highroad,-35.251169,149.136389,Café
Lyneham,-35.239801,149.1307354,Dickson Asian Noodle House,-35.25032465458107,149.13653701543808,Asian Restaurant
Lyneham,-35.239801,149.1307354,Good Brother,-35.249498,149.136088,Café
Lyneham,-35.239801,149.1307354,Ruby Chinese Restaurant,-35.25036309493272,149.13664802417875,Chinese Restaurant
Lyneham,-35.239801,149.1307354,Phở Phú Quốc,-35.25114756699482,149.1367893614903,Vietnamese Restaurant
Lyneham,-35.239801,149.1307354,Two Sisters,-35.24996,149.13749,Thai Restaurant
Lyneham,-35.239801,149.1307354,Au Lac Vegan Cuisine,-35.249980374223576,149.1368840223535,Vegetarian / Vegan Restaurant
Lyneham,-35.239801,149.1307354,Subway,-35.24952,149.1369,Sandwich Place
Lyneham,-35.239801,149.1307354,The Tradies,-35.251052318600145,149.13797199726105,Social Club
Lyneham,-35.239801,149.1307354,China Tea Club 茗趣居,-35.23981596095189,149.1249715745428,Chinese Restaurant
Lyneham,-35.239801,149.1307354,Rasa Sayang Restaurant,-35.2499,149.13649,Asian Restaurant
Lyneham,-35.239801,149.1307354,IGA Lyneham,-35.25213269042678,149.1250835891924,Grocery Store
Lyneham,-35.239801,149.1307354,Trev's @ Dickson,-35.24985931210762,149.13560371640827,Café
Lyneham,-35.239801,149.1307354,Tilley's Devine Cafe Gallery,-35.251842668598684,149.12430941349675,Café
Lyneham,-35.239801,149.1307354,Tak Kee Roast Inn,-35.250692640033606,149.136703312397,Chinese Restaurant
Lyneham,-35.239801,149.1307354,The Front Gallery & Cafe,-35.25220469557936,149.1244308825026,Café
Lyneham,-35.239801,149.1307354,Sfoglia,-35.249511141884255,149.1366627023959,Café
Lyneham,-35.239801,149.1307354,Exhibition Park In Canberra,-35.2323481747916,149.1462671676744,Event Space
Lyneham,-35.239801,149.1307354,Dickson Dumpling House,-35.251364,149.136307,Dumpling Restaurant
Lyneham,-35.239801,149.1307354,National Indoor Cricket Centre,-35.241453,149.127117,Gym / Fitness Center
Lyneham,-35.239801,149.1307354,KFC,-35.2497177525892,149.1375130407448,Fast Food Restaurant
Lyneham,-35.239801,149.1307354,Cafe Charisma,-35.24017,149.12489,Café
Lyneham,-35.239801,149.1307354,Choku Bai Jo,-35.240151367713274,149.12464141845703,Fruit & Vegetable Store
Lyneham,-35.239801,149.1307354,ACT Netball Centre,-35.245077668274426,149.1325485706329,Athletics & Sports
Lyneham,-35.239801,149.1307354,North Lyneham Park,-35.240894,149.124115,Park
Lyneham,-35.239801,149.1307354,The Scholar Chinese Seafood Restaurant,-35.25044923157528,149.13657973257995,Chinese Restaurant
Lyneham,-35.239801,149.1307354,Jimmy's Place,-35.24956661952356,149.13689823409507,Chinese Restaurant
Lyneham,-35.239801,149.1307354,Kagawa Japanese Cusine,-35.24974,149.13652,Japanese Restaurant
Lyneham,-35.239801,149.1307354,BWS,-35.25004377775226,149.13752770047992,Liquor Store
Lyneham,-35.239801,149.1307354,BWS,-35.25005196855018,149.13866660229766,Liquor Store
Lyneham,-35.239801,149.1307354,Dickson Newsagency,-35.25000384102958,149.13879815077067,Newsstand
Lyneham,-35.239801,149.1307354,Dickson Central,-35.25086235604689,149.1369197532282,Hostel
Lyneham,-35.239801,149.1307354,The Cheesecake Shop,-35.25082,149.13753,Dessert Shop
Lyneham,-35.239801,149.1307354,Thoroughbred Park,-35.229568062617005,149.139202181352,Racecourse
Lyneham,-35.239801,149.1307354,Domino's Pizza,-35.25139,149.13603,Pizza Place
Lyneham,-35.239801,149.1307354,Book Lore,-35.251984500384836,149.12431955337524,Bookstore
Lyneham,-35.239801,149.1307354,Brumby's Bakery,-35.252227652516794,149.12502195093603,Bakery
Lyneham,-35.239801,149.1307354,Mee Sing Restaurant,-35.252291306018435,149.12522947696007,Chinese Restaurant
Lyneham,-35.239801,149.1307354,Lyneham Shops,-35.25234456421725,149.1251453782862,Shopping Plaza
Lyneham,-35.239801,149.1307354,Capital Chemist Lyneham (Capital Chemist),-35.25254,149.12487,Pharmacy
Lyneham,-35.239801,149.1307354,Dickson Aquatic Centre,-35.2504367172866,149.14117581341216,Pool
Lyneham,-35.239801,149.1307354,Handmade Market,-35.23272337765172,149.14605968885616,Market
Lyons,-35.3405584,149.0739377,Urban Bean Espresso Bar,-35.34266715514206,149.08498517763425,Café
Lyons,-35.3405584,149.0739377,IGA Lyons,-35.33920805130211,149.07674975009672,Grocery Store
Lyons,-35.3405584,149.0739377,Turkish Pide House,-35.34637375231879,149.08444181862976,Turkish Restaurant
Lyons,-35.3405584,149.0739377,Space Kitchen,-35.34197799838565,149.0837058058737,Café
Lyons,-35.3405584,149.0739377,Lava Espresso Bar,-35.352895,149.088146,Café
Lyons,-35.3405584,149.0739377,A Bite To Eat,-35.35260541965458,149.07596962167287,Café
Lyons,-35.3405584,149.0739377,Red Brick Espresso,-35.325180244755536,149.08305218404098,Coffee Shop
Lyons,-35.3405584,149.0739377,Indian Affair,-35.35260782,149.08790097,Indian Restaurant
Lyons,-35.3405584,149.0739377,Grill'd,-35.347397,149.08722,Burger Joint
Lyons,-35.3405584,149.0739377,My's Restaurant,-35.34071950011031,149.05211448669434,Vietnamese Restaurant
Lyons,-35.3405584,149.0739377,Ginseng,-35.342076979000126,149.0866223764467,Chinese Restaurant
Lyons,-35.3405584,149.0739377,Sakeena's,-35.34182659948234,149.05269389689028,Café
Lyons,-35.3405584,149.0739377,IGA - Waramanga,-35.352744398730046,149.05968078634353,Grocery Store
Lyons,-35.3405584,149.0739377,The Meating Room,-35.33976,149.05264,Café
Lyons,-35.3405584,149.0739377,Belluci's,-35.34013675219544,149.0841729984688,Italian Restaurant
Lyons,-35.3405584,149.0739377,Vietnam House,-35.34695461533915,149.08459464979273,Vietnamese Restaurant
Lyons,-35.3405584,149.0739377,Subway,-35.33976,149.05211,Sandwich Place
Lyons,-35.3405584,149.0739377,JB Hi-Fi,-35.34529399966236,149.08597245093216,Electronics Store
Lyons,-35.3405584,149.0739377,The Coffee Club,-35.34616066887947,149.0862209265608,Coffee Shop
Lyons,-35.3405584,149.0739377,Subway,-35.34988183266157,149.0889882953124,Sandwich Place
Lyons,-35.3405584,149.0739377,Canberra Irish Club,-35.34355689600268,149.05638586329343,Social Club
Lyons,-35.3405584,149.0739377,Lava Espresso Bar,-35.34052729054187,149.05235597859033,Café
Lyons,-35.3405584,149.0739377,Target Country,-35.341244606290374,149.05288696289062,Department Store
Lyons,-35.3405584,149.0739377,Hog's Breath Cafe,-35.34882014544515,149.08641322665858,Steakhouse
Lyons,-35.3405584,149.0739377,Chocolateria San Churro,-35.346394808952944,149.0872785140757,Dessert Shop
Lyons,-35.3405584,149.0739377,David Jones,-35.34570952770616,149.08662387521443,Department Store
Lyons,-35.3405584,149.0739377,Coles,-35.32542970466021,149.08253172248075,Supermarket
Lyons,-35.3405584,149.0739377,Chemist Warehouse,-35.34546343779444,149.08400256473547,Pharmacy
Lyons,-35.3405584,149.0739377,Woolworths,-35.34088524327808,149.05266081238918,Supermarket
Lyons,-35.3405584,149.0739377,Stand By Me,-35.339407028368996,149.07667701301332,Café
Lyons,-35.3405584,149.0739377,Hoyts,-35.34688144254957,149.08710658550262,Multiplex
Lyons,-35.3405584,149.0739377,McDonald's,-35.33963100215902,149.05347560235154,Fast Food Restaurant
Lyons,-35.3405584,149.0739377,McDonald's,-35.346189420745134,149.08693634274786,Fast Food Restaurant
Lyons,-35.3405584,149.0739377,KFC,-35.349371165369014,149.08885048747155,Fast Food Restaurant
Lyons,-35.3405584,149.0739377,Caffe Cherry Beans,-35.34537829003862,149.08601211831848,Café
Lyons,-35.3405584,149.0739377,Hansel & Gretel,-35.35312,149.088223,Café
Lyons,-35.3405584,149.0739377,TK Maxx,-35.34712738531984,149.0871012210846,Clothing Store
Lyons,-35.3405584,149.0739377,The Bavarian,-35.3470914694116,149.08755719661713,Bavarian Restaurant
Lyons,-35.3405584,149.0739377,Canberra Southern Cross Club,-35.34834847539938,149.08753023187,Social Club
Lyons,-35.3405584,149.0739377,Statesman Hotel,-35.32674538716521,149.0822806964027,Hotel
Lyons,-35.3405584,149.0739377,Choku Bai Jo,-35.32539225177818,149.0822121332892,Fruit & Vegetable Store
Lyons,-35.3405584,149.0739377,Curtin Shops,-35.32541448663701,149.08247901197143,Shopping Plaza
Lyons,-35.3405584,149.0739377,My Gourmet Delights,-35.32531574740523,149.08264929369136,Deli / Bodega
Lyons,-35.3405584,149.0739377,Shell,-35.32484,149.08146,Gas Station
Lyons,-35.3405584,149.0739377,Baitong Laos & Thai Cuisine,-35.341764,149.053167,Thai Restaurant
Lyons,-35.3405584,149.0739377,That Gelato Place,-35.3419196020723,149.05317249767646,Ice Cream Shop
Lyons,-35.3405584,149.0739377,The Reject Shop,-35.34121175,149.0530018,Discount Store
Lyons,-35.3405584,149.0739377,Bakers Delight,-35.34120959931787,149.0529191493988,Bakery
Lyons,-35.3405584,149.0739377,Thai House,-35.34213265383674,149.05298198643976,Thai Restaurant
Lyons,-35.3405584,149.0739377,Weston Indoor Sports,-35.3396950669816,149.0527690624692,Athletics & Sports
Lyons,-35.3405584,149.0739377,Café Au Lait,-35.341420017529266,149.05276046448952,Café
Lyons,-35.3405584,149.0739377,Chris' Patisserie & Bakehouse,-35.340504042312105,149.0524119578751,Bakery
Lyons,-35.3405584,149.0739377,Hughes Takeaway,-35.334051,149.093954,Fish & Chips Shop
Lyons,-35.3405584,149.0739377,ALDI,-35.34160229907119,149.0523880415809,Supermarket
Macarthur,-35.4051323,149.1316729,Rose Cottage,-35.40567371425694,149.14367931504606,Pub
Macarthur,-35.4051323,149.1316729,Coles,-35.413863762897996,149.12862878285407,Supermarket
Macarthur,-35.4051323,149.1316729,Chisholm Pizza & Take Away,-35.41391,149.12875,Pizza Place
Macarthur,-35.4051323,149.1316729,Anytime Fitness,-35.414071894539575,149.12942327058715,Gym / Fitness Center
Macarthur,-35.4051323,149.1316729,ALDI,-35.41406149356561,149.12875317562185,Supermarket
Macarthur,-35.4051323,149.1316729,Chisholm Village Shopping Centre,-35.41409715344726,149.12885138120063,Shopping Mall
Macarthur,-35.4051323,149.1316729,The Public Place,-35.414066,149.12843,Café
Macarthur,-35.4051323,149.1316729,Vikings Chisholm,-35.41389018927237,149.12750790017986,Sports Club
Macarthur,-35.4051323,149.1316729,Fadden Pines Park,-35.41043409265093,149.1201500204653,Park
Macarthur,-35.4051323,149.1316729,Tuggeranong Veterinary Hospital,-35.40491,149.1184,Veterinarian
Macgregor,-35.2097738,149.0110215,IGA Holt,-35.22473157248493,149.01166284206047,Grocery Store
Macgregor,-35.2097738,149.0110215,Subway,-35.22164248121747,149.01930570602417,Sandwich Place
Macgregor,-35.2097738,149.0110215,7-Eleven,-35.2208,149.01815,Convenience Store
Macgregor,-35.2097738,149.0110215,The Coffee Club,-35.22209089507575,149.01979836209858,Coffee Shop
Macgregor,-35.2097738,149.0110215,Woolworths,-35.19449465098345,149.0194934606552,Supermarket
Macgregor,-35.2097738,149.0110215,McDonald's,-35.22028119946604,149.01805063254682,Fast Food Restaurant
Macgregor,-35.2097738,149.0110215,Woolworths,-35.22271584559916,149.02008929432273,Supermarket
